dataset,nodes,partition,scenario,topology,period,epochs,use_cycle,event_threshold,hidden,stride,protocol_id,split,policy,method,runs,accuracy_mean,accuracy_sd,accuracy_ci_low,accuracy_ci_high,precision_mean,precision_sd,precision_ci_low,precision_ci_high,recall_mean,recall_sd,recall_ci_low,recall_ci_high,f1_mean,f1_sd,f1_ci_low,f1_ci_high,average_precision_mean,average_precision_sd,average_precision_ci_low,average_precision_ci_high,bytes_total_mean,bytes_total_sd,bytes_total_ci_low,bytes_total_ci_high,training_wall_s_mean,training_wall_s_sd,training_wall_s_ci_low,training_wall_s_ci_high,modeled_parallel_s_mean,modeled_parallel_s_sd,modeled_parallel_s_ci_low,modeled_parallel_s_ci_high
FD001,5,iid,none,ring,1,50,True,0.02,"[100, 50]",1,ab89e2e3e236,test_terminal,val_fpr02,fedavg,3,0.96415770609319,0.0062080674106411325,0.9487360117213282,0.9795794004650518,0.9116809116809117,0.019738470741525724,0.8626478321396072,0.9607139912222162,0.96,0.0,0.96,0.96,0.9351432880844645,0.010449778627866493,0.9091845989155387,0.9611019772533902,0.9915942319623481,0.005077394826804726,0.9789812839956364,1.0042071799290597,161302000.0,0.0,161302000.0,161302000.0,194.80767032466005,2.6553918907860568,188.21131118928238,201.40402946003772,174.14061577699795,1.8796102220376467,169.47140514104282,178.80982641295307
FD001,5,iid,none,ring,1,50,True,0.02,"[100, 50]",1,ab89e2e3e236,test_terminal,val_fpr02,gossip,3,0.971326164874552,0.006208067410641132,0.9559044705026902,0.9867478592464138,0.9471367521367521,0.020853080713304432,0.8953348279306591,0.9989386763428451,0.9466666666666667,0.023094010767584987,0.8892979636033406,1.0040353697299926,0.9466506602641056,0.011623029133139697,0.9177774552697006,0.9755238652585106,0.9886634478281131,0.008745164433453405,0.9669392550635137,1.0103876405927124,161302000.0,0.0,161302000.0,161302000.0,193.39082650399482,4.0223236350119045,183.39882067339707,203.38283233459256,70.56347041433331,1.933716379649132,65.75985263181758,75.36708819684904
FD001,10,iid,node_failure,ring,1,50,True,0.02,"[100, 50]",1,77f2bb654cec,test_all,fixed,fedavg,3,0.9857056329497275,0.0007268322228952129,0.9839000816147181,0.9875111842847368,0.8634975770590011,0.030506992230318813,0.7877140071875918,0.9392811469304104,0.7670682730923696,0.023004898067047388,0.7099209382490449,0.8242156079356943,0.8119114210647392,0.0075821790706961266,0.7930762440979789,0.8307465980314995,0.9135874885145249,0.012500923891449444,0.8825334720440546,0.9446415049849951,306473800.0,0.0,306473800.0,306473800.0,182.77103445933548,2.472445462420763,176.62913944589008,188.9129294727809,268.91251860132724,0.8573306251577716,266.7827912639343,271.04224593872016
FD001,10,iid,node_failure,ring,1,50,True,0.02,"[100, 50]",1,77f2bb654cec,test_all,fixed,gossip,3,0.984898041590955,0.0027258451575591083,0.9781266668386703,0.9916694163432396,0.8404297454874728,0.011350789363766175,0.8122328215708068,0.8686266694041389,0.7710843373493977,0.08281763304137062,0.5653539319134289,0.9768147427853666,0.8026815660922672,0.04445316006403678,0.6922537947707197,0.9131093374138146,0.8987059861747495,0.0383254153500694,0.8035003765851472,0.9939115957643518,290343600.0,0.0,290343600.0,290343600.0,185.90858239867217,2.5724815941009784,179.5181838579823,192.29898093936202,49.62793644300164,0.8768164575566644,47.449803614501796,51.80606927150148
FD001,10,iid,node_failure,ring,1,50,True,0.02,"[100, 50]",1,77f2bb654cec,test_all,val_f1,fedavg,3,0.9855037351100343,0.0007301894334756737,0.9836898440016157,0.9873176262184529,0.8681772052130668,0.02665576528015539,0.8019606134450677,0.934393796981066,0.7560240963855421,0.04976720374053707,0.6323955087653119,0.8796526840057723,0.8070243554797515,0.01711022453755538,0.7645202014494943,0.8495285095100087,0.9135874885145249,0.012500923891449444,0.8825334720440546,0.9446415049849951,306473800.0,0.0,306473800.0,306473800.0,182.77103445933548,2.472445462420763,176.62913944589008,188.9129294727809,268.91251860132724,0.8573306251577716,266.7827912639343,271.04224593872016
FD001,10,iid,node_failure,ring,1,50,True,0.02,"[100, 50]",1,77f2bb654cec,test_all,val_f1,gossip,3,0.9846153846153847,0.0031332567308001366,0.9768319434098085,0.9923988258209608,0.829256829530559,0.04521319653313142,0.716941022953828,0.94157263610729,0.7791164658634537,0.053571572578128904,0.6460373021443538,0.9121956295825536,0.8026633338498751,0.04058372644981764,0.7018477684925237,0.9034788992072265,0.8987059861747495,0.0383254153500694,0.8035003765851472,0.9939115957643518,290343600.0,0.0,290343600.0,290343600.0,185.90858239867217,2.5724815941009784,179.5181838579823,192.29898093936202,49.62793644300164,0.8768164575566644,47.449803614501796,51.80606927150148
FD001,10,iid,node_failure,ring,1,50,True,0.02,"[100, 50]",1,77f2bb654cec,test_all,val_fpr02,fedavg,3,0.9852614577024026,0.0007693340958311537,0.9833503258620131,0.9871725895427921,0.8380940475432622,0.028592178098879182,0.7670671396667545,0.9091209554197699,0.7881526104417671,0.06086523922179793,0.6369549743561935,0.9393502465273407,0.8106790921780919,0.019899179311088804,0.7612467904185343,0.8601113939376495,0.9135874885145249,0.012500923891449444,0.8825334720440546,0.9446415049849951,306473800.0,0.0,306473800.0,306473800.0,182.77103445933548,2.472445462420763,176.62913944589008,188.9129294727809,268.91251860132724,0.8573306251577716,266.7827912639343,271.04224593872016
FD001,10,iid,node_failure,ring,1,50,True,0.02,"[100, 50]",1,77f2bb654cec,test_all,val_fpr02,gossip,3,0.9844538663436301,0.003150382733662727,0.9766278817884914,0.9922798508987688,0.8343099620285432,0.06177756791916499,0.6808459758203281,0.9877739482367583,0.7700803212851405,0.04111565307117123,0.6679433769478007,0.8722172656224803,0.7997151164483979,0.03622659163281597,0.7097232740051408,0.889706958891655,0.8987059861747495,0.0383254153500694,0.8035003765851472,0.9939115957643518,290343600.0,0.0,290343600.0,290343600.0,185.90858239867217,2.5724815941009784,179.5181838579823,192.29898093936202,49.62793644300164,0.8768164575566644,47.449803614501796,51.80606927150148
FD001,10,iid,node_failure,ring,1,50,True,0.02,"[100, 50]",1,77f2bb654cec,test_terminal,fixed,fedavg,3,0.953405017921147,0.01642500249088119,0.9126030498179559,0.994206986024338,0.9443478260869566,0.04832154431112976,0.8243104555736644,1.0643851966002487,0.88,0.040000000000000036,0.7806344915299868,0.9793655084700132,0.9103900709219858,0.03169718891513053,0.8316498885814355,0.989130253262536,0.9841583694137422,0.01177175148285085,0.9549157176218396,1.0134010212056448,306473800.0,0.0,306473800.0,306473800.0,182.77103445933548,2.472445462420763,176.62913944589008,188.9129294727809,268.91251860132724,0.8573306251577716,266.7827912639343,271.04224593872016
FD001,10,iid,node_failure,ring,1,50,True,0.02,"[100, 50]",1,77f2bb654cec,test_terminal,fixed,gossip,3,0.939068100358423,0.01642500249088119,0.898266132255232,0.9798700684616141,0.9407936507936508,0.01804713740614587,0.8959620761739039,0.9856252254133978,0.8266666666666668,0.08326663997864532,0.6198208661649762,1.0335124671683573,0.8780032206119163,0.038478051114764836,0.7824184427630722,0.9735879984607604,0.9728063501765482,0.0048233329793742515,0.9608245268261555,0.9847881735269408,290343600.0,0.0,290343600.0,290343600.0,185.90858239867217,2.5724815941009784,179.5181838579823,192.29898093936202,49.62793644300164,0.8768164575566644,47.449803614501796,51.80606927150148
FD001,10,iid,node_failure,ring,1,50,True,0.02,"[100, 50]",1,77f2bb654cec,test_terminal,val_f1,fedavg,3,0.946236559139785,0.010752688172043057,0.9195254009489211,0.9729477173306489,0.9423088023088023,0.01935027810510614,0.8942400467350514,0.9903775578825532,0.8533333333333334,0.06110100926607787,0.701550011989463,1.0051166546772037,0.8943940795559667,0.025226368919718772,0.8317283051919668,0.9570598539199666,0.9841583694137422,0.01177175148285085,0.9549157176218396,1.0134010212056448,306473800.0,0.0,306473800.0,306473800.0,182.77103445933548,2.472445462420763,176.62913944589008,188.9129294727809,268.91251860132724,0.8573306251577716,266.7827912639343,271.04224593872016
