split,policy,node,tn,fp,fn,tp,accuracy,precision,recall,f1,fpr,balanced_accuracy,n,positive,threshold,roc_auc,average_precision,brier,log_loss
train,fixed,0,1236,37,7,241,0.9710716633793557,0.8669064748201439,0.9717741935483871,0.9163498098859315,0.029065200314218383,0.9713544966170844,1521,248,0.5,0.9966836023617058,0.9843355569559042,0.02146155699194633,0.06978908690465234
train,fixed,1,1041,25,7,241,0.9756468797564688,0.9060150375939849,0.9717741935483871,0.9377431906614786,0.02345215759849906,0.974161017974944,1314,248,0.5,0.9976812624826,0.9905535476953473,0.017452432586617092,0.05890333135123349
train,fixed,2,1006,21,9,239,0.9764705882352941,0.9192307692307692,0.9637096774193549,0.9409448818897638,0.02044790652385589,0.9716308854477496,1275,248,0.5,0.9977345541351258,0.9908812214447157,0.015877950140905258,0.05430607283851411
train,fixed,3,828,13,18,230,0.9715335169880625,0.9465020576131687,0.9274193548387096,0.9368635437881874,0.015457788347205707,0.955980783245752,1089,248,0.5,0.9955314333934256,0.986572929862513,0.022106540211886388,0.0757817632057611
train,fixed,4,900,15,17,231,0.9724849527085124,0.9390243902439024,0.9314516129032258,0.9352226720647774,0.01639344262295082,0.9575290851401375,1163,248,0.5,0.9970914859862507,0.9897579312846859,0.018435683585371558,0.062050448075126656
train,fixed,5,871,17,20,228,0.9674295774647887,0.9306122448979591,0.9193548387096774,0.9249492900608519,0.019144144144144143,0.9501053472827666,1136,248,0.5,0.9963718759081662,0.9871778989675722,0.02120335530013103,0.07021044920315264
train,fixed,6,846,14,29,219,0.9611913357400722,0.9399141630901288,0.8830645161290323,0.9106029106029107,0.01627906976744186,0.9333927231807952,1108,248,0.5,0.9901819204801201,0.9713805037093234,0.030666948125155864,0.10609094314937449
train,fixed,7,1098,17,19,229,0.9735876742479824,0.9308943089430894,0.9233870967741935,0.9271255060728745,0.015246636771300448,0.9540702300014465,1363,248,0.5,0.9965499783017503,0.9862430412965443,0.018554113026120804,0.06131512687902971
train,fixed,8,1023,16,33,215,0.9619269619269619,0.9307359307359307,0.8669354838709677,0.8977035490605428,0.015399422521655439,0.9257680306746561,1287,248,0.5,0.993266633549629,0.9748773961185463,0.026742080927567035,0.08560120095511863
train,fixed,9,1180,6,17,231,0.9839609483960948,0.9746835443037974,0.9314516129032258,0.9525773195876288,0.00505902192242833,0.9631962954903988,1434,248,0.5,0.9987250448784203,0.9941548801031995,0.012880925045687379,0.04916361103851759
