epoch,split,node,tn,fp,fn,tp,accuracy,precision,recall,f1,fpr,balanced_accuracy,n,positive,threshold,roc_auc,average_precision,brier,log_loss
5,train,0,3200,34,558,62,0.8463933575505967,0.6458333333333334,0.1,0.17318435754189945,0.010513296227581941,0.544743351886209,3854,620,0.5,0.8708847028547491,0.4888165708359743,0.10512609762719377,0.3378147194999812
5,train,1,3499,57,481,139,0.8711685823754789,0.7091836734693877,0.22419354838709676,0.34068627450980393,0.016029246344206972,0.6040821510214449,4176,620,0.5,0.8654994738560905,0.5643774588368041,0.09386354850419525,0.30670540628836246
5,train,2,3618,159,367,253,0.8803729815783489,0.6140776699029126,0.4080645161290323,0.4903100775193798,0.04209690230341541,0.6829838069128085,4397,620,0.5,0.900741329097167,0.5570575572019332,0.08482726563503705,0.27482865540170287
5,train,3,3293,75,400,220,0.8808926780341023,0.7457627118644068,0.3548387096774194,0.4808743169398907,0.022268408551068885,0.6662851505631753,3988,620,0.5,0.9077752662631217,0.6646313951323918,0.0849231286879164,0.2699776889173363
5,train,4,2510,0,494,126,0.8421725239616613,1.0,0.2032258064516129,0.3378016085790885,0.0,0.6016129032258064,3130,620,0.5,0.9189030972882662,0.7810720191428641,0.11077975010206462,0.34503347700210724
5,train,5,3591,122,340,280,0.8933764135702746,0.6965174129353234,0.45161290322580644,0.547945205479452,0.03285752760570967,0.7093776878100484,4333,620,0.5,0.922552409580984,0.6483143452388629,0.07652233358819249,0.249410763548604
5,train,6,3350,157,318,302,0.8849042888296583,0.6579520697167756,0.4870967741935484,0.5597775718257646,0.044767607641859136,0.7211645832758447,4127,620,0.5,0.8876463662536679,0.6259055378880736,0.08620227694853254,0.2821945475074006
5,train,7,2964,61,521,99,0.8403292181069959,0.61875,0.1596774193548387,0.25384615384615383,0.020165289256198347,0.5697560650493202,3645,620,0.5,0.8981903492402026,0.6105244212822247,0.10132358656972067,0.31446750822028047
5,train,8,3160,29,546,74,0.8490417432396955,0.7184466019417476,0.11935483870967742,0.20470262793914246,0.009093759799310128,0.5551305394551836,3809,620,0.5,0.861394005603941,0.5378001601337059,0.10261292083843934,0.32326036587910184
5,train,9,2760,25,558,31,0.8272080616478956,0.5535714285714286,0.05263157894736842,0.09612403100775194,0.008976660682226212,0.5218274591325711,3374,589,0.5,0.8166298354329676,0.4043159962846608,0.12679368878775626,0.3878290524661556
5,validation,0,1041,0,137,18,0.8854515050167224,1.0,0.11612903225806452,0.20809248554913296,0.0,0.5580645161290323,1196,155,0.5,0.9029903008893434,0.7156505592201763,0.08564391753903448,0.29545733885202907
