split,policy,node,tn,fp,fn,tp,accuracy,precision,recall,f1,fpr,balanced_accuracy,n,positive,threshold,roc_auc,average_precision,brier,log_loss
train,fixed,0,1003,26,14,234,0.9686765857478465,0.9,0.9435483870967742,0.9212598425196851,0.025267249757045675,0.9591405686698643,1277,248,0.5,0.9963008244772563,0.9854398729300605,0.020529612525596624,0.06425654504270802
train,fixed,1,855,19,22,226,0.9634581105169341,0.9224489795918367,0.9112903225806451,0.9168356997971603,0.021739130434782608,0.9447755960729313,1122,248,0.5,0.9952526389606555,0.9850140423467757,0.024157935266649597,0.07675542315621008
train,fixed,2,863,11,12,236,0.9795008912655971,0.9554655870445344,0.9516129032258065,0.9535353535353536,0.012585812356979404,0.9695135454344135,1122,248,0.5,0.9980300066435372,0.9933983358794677,0.015066445960432023,0.05038915440637911
train,fixed,3,1246,29,6,242,0.9770190413657256,0.8929889298892989,0.9758064516129032,0.9325626204238922,0.022745098039215685,0.9765306767868438,1523,248,0.5,0.998314358001265,0.9917327812385841,0.016127204221860775,0.05487032367672124
train,fixed,4,995,15,9,239,0.9809220985691574,0.9409448818897638,0.9637096774193549,0.952191235059761,0.01485148514851485,0.9744290961354201,1258,248,0.5,0.9983990737783456,0.993538618524807,0.013502221041132065,0.04816657769753955
train,fixed,5,866,32,11,237,0.962478184991274,0.8810408921933085,0.9556451612903226,0.9168278529980658,0.035634743875278395,0.9600052087075222,1146,248,0.5,0.9942120482793304,0.9818370547174058,0.026652759257373627,0.08844265988067695
train,fixed,6,981,23,2,246,0.9800319488817891,0.9144981412639405,0.9919354838709677,0.9516441005802708,0.022908366533864542,0.9845135586685516,1252,248,0.5,0.9984256522297905,0.9936434054815334,0.016195078280881958,0.05697461294862239
train,fixed,7,987,45,9,239,0.9578125,0.8415492957746479,0.9637096774193549,0.8984962406015038,0.0436046511627907,0.9600525131282821,1280,248,0.5,0.995377750687672,0.9832221692954041,0.027796614535072112,0.08471023892497967
train,fixed,8,975,6,26,222,0.9739625711960944,0.9736842105263158,0.8951612903225806,0.9327731092436975,0.0061162079510703364,0.9445225411857552,1229,248,0.5,0.9983311959488343,0.9935646710242247,0.017833150614944223,0.05982693882295661
train,fixed,9,939,38,15,233,0.9567346938775511,0.8597785977859779,0.9395161290322581,0.8978805394990366,0.038894575230296824,0.9503107769009806,1225,248,0.5,0.9942714696074223,0.9798315134436772,0.029463785369618054,0.09154622848405249
train,val_f1,0,1020,9,32,216,0.9678935003915426,0.96,0.8709677419354839,0.9133192389006343,0.008746355685131196,0.9311106931251764,1277,248,0.76,0.9963008244772563,0.9854398729300605,0.020529612525596624,0.06425654504270802
train,val_f1,1,868,6,33,215,0.9652406417112299,0.9728506787330317,0.8669354838709677,0.9168443496801706,0.006864988558352402,0.9300352476563076,1122,248,0.76,0.9952526389606555,0.9850140423467757,0.024157935266649597,0.07675542315621008
train,val_f1,2,870,4,26,222,0.9732620320855615,0.9823008849557522,0.8951612903225806,0.9367088607594937,0.004576659038901602,0.9452923156418396,1122,248,0.76,0.9980300066435372,0.9933983358794677,0.015066445960432023,0.05038915440637911
train,val_f1,3,1260,15,14,234,0.9809586342744583,0.9397590361445783,0.9435483870967742,0.9416498993963782,0.011764705882352941,0.9658918406072107,1523,248,0.76,0.998314358001265,0.9917327812385841,0.016127204221860775,0.05487032367672124
train,val_f1,4,1004,6,28,220,0.972972972972973,0.9734513274336283,0.8870967741935484,0.9282700421940928,0.005940594059405941,0.9405780900670713,1258,248,0.76,0.9983990737783456,0.993538618524807,0.013502221041132065,0.04816657769753955
train,val_f1,5,881,17,18,230,0.9694589877835951,0.9311740890688259,0.9274193548387096,0.9292929292929293,0.01893095768374165,0.954244198577484,1146,248,0.76,0.9942120482793304,0.9818370547174058,0.026652759257373627,0.08844265988067695
train,val_f1,6,996,8,19,229,0.9784345047923323,0.9662447257383966,0.9233870967741935,0.9443298969072165,0.00796812749003984,0.9577094846420768,1252,248,0.76,0.9984256522297905,0.9936434054815334,0.016195078280881958,0.05697461294862239
train,val_f1,7,1012,20,20,228,0.96875,0.9193548387096774,0.9193548387096774,0.9193548387096774,0.01937984496124031,0.9499874968742186,1280,248,0.76,0.995377750687672,0.9832221692954041,0.027796614535072112,0.08471023892497967
train,val_f1,8,981,0,60,188,0.951179820992677,1.0,0.7580645161290323,0.8623853211009175,0.0,0.8790322580645161,1229,248,0.76,0.9983311959488343,0.9935646710242247,0.017833150614944223,0.05982693882295661
train,val_f1,9,958,19,26,222,0.963265306122449,0.921161825726141,0.8951612903225806,0.9079754601226994,0.019447287615148412,0.9378570013537161,1225,248,0.76,0.9942714696074223,0.9798315134436772,0.029463785369618054,0.09154622848405249
